x_event  y_pressure
364609221.0  1001.62548828125 
364609831.0  1001.59951171875 
364610449.0  1001.36572265625 
364611693.0  1001.295654296875 
364612303.0  1001.3276611328125 
364614099.0  1001.40234375 
364614709.0  1001.39462890625 
364615329.0  1001.383056640625 
364615939.0  1001.33984375 
364616567.0  1001.296630859375 
364617177.0  1001.3740478515625 
364617843.0  1001.4072265625 
364618453.0  1001.280859375 
364619069.0  1001.249267578125 
364619679.0  1001.41494140625 
364620306.0  1001.4580322265625 
364621120.0  1001.5665283203125 
364622422.0  1001.617431640625 
364623032.0  1001.610107421875 
364623666.0  1001.605224609375 
364624276.0  1001.82021484375 
364624891.0  1001.912353515625 
364625501.0  1001.898876953125 
364626130.0  1001.8955078125 
364626740.0  1001.9998779296875 
364627372.0  1002.011474609375 
364628607.0  1001.999658203125 
364629230.0  1002.148193359375 
364629840.0  1002.1474609375 
364630475.0  1002.14453125 
364631085.0  1002.0565185546875 
364631830.0  1001.967431640625 
364632809.0  1001.963134765625 
364633419.0  1002.133349609375 
364634343.0  1002.206298828125 
364634953.0  1002.305712890625 
364635580.0  1002.33056640625 
364636190.0  1002.420654296875 
364636817.0  1002.4306640625 
364637458.0  1002.5270751953125 
364639053.0  1002.577392578125 
364639663.0  1002.614306640625 
364640292.0  1002.62353515625 
364640902.0  1002.8564453125 
364642869.0  1002.88232421875 
364643483.0  1002.927734375 
364644093.0  1002.92646484375 
364644714.0  1002.9150390625 
364645324.0  1002.929150390625 
364645946.0  1002.985595703125 
364646556.0  1003.00068359375 
364647186.0  1003.035888671875 
364647796.0  1002.977001953125 
364648417.0  1002.888671875 
364649027.0  1002.919873046875 
364649701.0  1002.940673828125 
364650311.0  1002.878173828125 
364650982.0  1002.862548828125 
364651662.0  1003.091552734375 
364652272.0  1003.103076171875 
364652940.0  1003.149169921875 
364653550.0  1003.17978515625 
364654166.0  1003.251220703125 
364654776.0  1003.294091796875 
364655404.0  1003.3583984375 
364656014.0  1003.34375 
364656635.0  1003.3291015625 
364657245.0  1003.363671875 
364657879.0  1003.38671875 
364658489.0  1003.452001953125 
364659103.0  1003.47998046875 
364659713.0  1003.52216796875 
364660332.0  1003.53271484375 
364660942.0  1003.4336181640625 
364661562.0  1003.422607421875 
364662205.0  1003.369140625 
364662815.0  1003.359912109375 
364663445.0  1003.27685546875 
364664055.0  1003.27158203125 
364664702.0  1003.25048828125 
364665312.0  1003.289892578125 
364665939.0  1003.3818359375 
364666549.0  1003.3744140625 
364667162.0  1003.3100341796875 
364668292.0  1003.185791015625 
