x_event  y_pressure
364608854.0  1001.449462890625 
364609464.0  1001.4485595703125 
364610115.0  1001.4295654296875 
364611549.0  1001.418701171875 
364612159.0  1001.427783203125 
364612792.0  1001.433837890625 
364613402.0  1001.4234130859375 
364614047.0  1001.4189453125 
364614657.0  1001.4705078125 
364615369.0  1001.4833984375 
364616000.0  1001.63427734375 
364616610.0  1001.64501953125 
364617261.0  1001.8364013671875 
364618941.0  1001.846923828125 
364619587.0  1002.017578125 
364620197.0  1002.031884765625 
364620845.0  1002.16064453125 
364621455.0  1002.153857421875 
364622090.0  1002.126708984375 
364622700.0  1002.1251708984375 
364623344.0  1002.12158203125 
364623954.0  1002.13955078125 
364624595.0  1002.16650390625 
364625205.0  1002.1475341796875 
364625968.0  1002.139404296875 
364626578.0  1002.296240234375 
364628042.0  1002.40576171875 
364628652.0  1002.4070068359375 
364629294.0  1002.409912109375 
364629904.0  1002.469873046875 
364630561.0  1002.559814453125 
364631171.0  1002.5830078125 
364631826.0  1002.606201171875 
364632436.0  1002.675927734375 
364633084.0  1002.722412109375 
364633694.0  1002.8029052734375 
364634338.0  1002.83740234375 
364634948.0  1002.89404296875 
364635589.0  1002.908203125 
364636199.0  1002.973681640625 
364636847.0  1002.98095703125 
364637490.0  1002.91845703125 
364638100.0  1002.9184814453125 
364638756.0  1002.918701171875 
364639366.0  1002.948583984375 
364640015.0  1003.068115234375 
364640625.0  1003.0699462890625 
364641290.0  1003.07421875 
364641900.0  1003.0580078125 
364642552.0  1003.03369140625 
364643162.0  1002.9818115234375 
364643811.0  1002.9718994140625 
364644888.0  1003.06982421875 
364645498.0  1003.0322265625 
364646155.0  1002.975830078125 
364646765.0  1002.936865234375 
364647481.0  1002.910888671875 
364648091.0  1002.9971923828125 
364648738.0  1003.0341796875 
364649348.0  1003.0234375 
364649988.0  1003.020751953125 
364650598.0  1002.8926513671875 
364651247.0  1002.87841796875 
364651891.0  1002.8115234375 
364652576.0  1002.802392578125 
364653222.0  1002.765869140625 
364653832.0  1002.705712890625 
364655538.0  1002.443115234375 
364656148.0  1002.41083984375 
364656794.0  1002.28173828125 
364657404.0  1002.212158203125 
364658051.0  1002.0498046875 
364658661.0  1002.07744140625 
364659315.0  1002.118896484375 
364659925.0  1002.1197509765625 
364660568.0  1002.12060546875 
364661178.0  1002.0376953125 
364661820.0  1001.982421875 
364662430.0  1002.0191650390625 
364663072.0  1002.034912109375 
364663682.0  1002.043115234375 
364664329.0  1002.045166015625 
364664939.0  1002.1436767578125 
364666458.0  1002.115966796875 
364667068.0  1002.167724609375 
364667708.0  1002.219482421875 
364668318.0  1002.26591796875 
364668968.0  1002.296875 
364669578.0  1002.2416748046875 
364670217.0  1002.218017578125 
364670827.0  1002.310009765625 
364671470.0  1002.3330078125 
364672080.0  1002.3525634765625 
364672724.0  1002.354736328125 
364673374.0  1002.44091796875 
364673984.0  1002.4478759765625 
364674635.0  1002.510498046875 
364675245.0  1002.5240234375 
364675891.0  1002.578125 
364676501.0  1002.6406005859375 
364677143.0  1002.786376953125 
364677753.0  1002.833154296875 
364678398.0  1002.9033203125 
364679008.0  1003.0069580078125 
364679654.0  1003.110595703125 
364680264.0  1003.17138671875 
364680906.0  1003.2119140625 
364681516.0  1003.288818359375 
364682160.0  1003.32177734375 
364682770.0  1003.52802734375 
364683421.0  1003.57958984375 
364684031.0  1003.6560546875 
364684687.0  1003.66455078125 
364685335.0  1003.8968994140625 
364686595.0  1003.9775390625 
364687205.0  1004.010791015625 
364687865.0  1004.143798828125 
364688475.0  1004.13369140625 
364689121.0  1004.110107421875 
364689731.0  1004.110400390625 
364690387.0  1004.11083984375 
364690997.0  1004.1363525390625 
364691640.0  1004.161865234375 
364692250.0  1004.153076171875 
364692904.0  1004.147216796875 
364693514.0  1004.121923828125 
364694168.0  1004.111083984375 
364694778.0  1004.128076171875 
364695439.0  1004.13232421875 
364696049.0  1004.1549560546875 
364696704.0  1004.157470703125 
364697355.0  1004.185791015625 
364697965.0  1004.1765380859375 
364698613.0  1004.09326171875 
364699223.0  1004.097265625 
364699868.0  1004.11328125 
364700478.0  1004.1260986328125 
364701128.0  1004.156005859375 
364701738.0  1004.179052734375 
364702386.0  1004.213623046875 
364702996.0  1004.216796875 
364703663.0  1004.219970703125 
364704273.0  1004.33408203125 
364704932.0  1004.41015625 
364705542.0  1004.4920166015625 
364706188.0  1004.527099609375 
364706798.0  1004.629638671875 
364707442.0  1004.6552734375 
364708052.0  1004.63681640625 
364708706.0  1004.634765625 
364709354.0  1004.85234375 
364710921.0  1004.8974609375 
364711531.0  1005.03349609375 
364712183.0  1005.091796875 
364712793.0  1005.0384765625 
364713441.0  1005.025146484375 
364714051.0  1005.15830078125 
364714709.0  1005.173095703125 
364715362.0  1005.111083984375 
364715972.0  1005.1116943359375 
364716640.0  1005.1171875 
364717250.0  1005.133203125 
364717905.0  1005.197265625 
364718515.0  1005.2118408203125 
364719244.0  1005.245849609375 
364719854.0  1005.194580078125 
364720575.0  1005.160400390625 
364721185.0  1005.18330078125 
364721837.0  1005.193115234375 
364722447.0  1005.346240234375 
364723091.0  1005.331787109375 
364724346.0  1005.325927734375 
364724994.0  1005.3544921875 
364725604.0  1005.3736572265625 
364726270.0  1005.546142578125 
364726880.0  1005.55185546875 
364727534.0  1005.57470703125 
364728144.0  1005.55693359375 
364729044.0  1005.54931640625 
364729654.0  1005.63408203125 
364730302.0  1005.6552734375 
364730912.0  1005.7723876953125 
364731559.0  1005.785400390625 
364732199.0  1005.65771484375 
364732809.0  1005.6530029296875 
364733471.0  1005.610595703125 
364734081.0  1005.6037109375 
364735858.0  1005.55810546875 
364736468.0  1005.4418701171875 
364737549.0  1005.428955078125 
364738202.0  1005.4208984375 
364738812.0  1005.4121337890625 
364739460.0  1005.333251953125 
364740070.0  1005.324609375 
364740714.0  1005.2900390625 
364741324.0  1005.2578857421875 
364741985.0  1005.126220703125 
364743498.0  1005.1250244140625 
364744261.0  1005.24169921875 
364744871.0  1005.256396484375 
364745528.0  1005.315185546875 
364746138.0  1005.368798828125 
364746798.0  1005.493896484375 
364747408.0  1005.508056640625 
364748063.0  1005.529296875 
364748673.0  1005.4815673828125 
364749317.0  1005.433837890625 
364749927.0  1005.41142578125 
364750577.0  1005.396484375 
364751187.0  1005.4384765625 
364751901.0  1005.448974609375 
364752511.0  1005.3595458984375 
364753164.0  1005.349609375 
364753807.0  1005.32958984375 
364754417.0  1005.324462890625 
364755068.0  1005.4081787109375 
364756756.0  1005.422607421875 
364757414.0  1005.49267578125 
364758087.0  1005.464111328125 
364758743.0  1005.349853515625 
364759353.0  1005.375927734375 
364759998.0  1005.436767578125 
364761006.0  1005.553466796875 
364761616.0  1005.5492431640625 
364762261.0  1005.51123046875 
364762871.0  1005.537109375 
364763524.0  1005.640625 
364764134.0  1005.6833251953125 
364764783.0  1005.782958984375 
364765457.0  1005.8453369140625 
364766110.0  1005.90771484375 
364766720.0  1006.036474609375 
364767370.0  1006.122314453125 
364768201.0  1006.21240234375 
364768811.0  1006.2247314453125 
364769466.0  1006.335693359375 
364770076.0  1006.3560546875 
364770722.0  1006.4375 
364771332.0  1006.48349609375 
364771999.0  1006.5908203125 
364772609.0  1006.62587890625 
364773263.0  1006.678466796875 
364773873.0  1006.7161865234375 
364774530.0  1006.75390625 
364775140.0  1006.794482421875 
364775784.0  1006.821533203125 
364776394.0  1006.939453125 
364777050.0  1006.989990234375 
364777660.0  1007.124169921875 
364778302.0  1007.15771484375 
364778912.0  1007.1462890625 
364779564.0  1007.12255859375 
364780467.0  1007.0888671875 
364781077.0  1005.610595703125 
364695256.0  1004.13232421875 
364695866.0  1004.147412109375 
364696521.0  1004.157470703125 
364697131.0  1004.177294921875 
364697782.0  1004.185791015625 
364698392.0  1004.111767578125 
364699040.0  1004.09326171875 
364699650.0  1004.111279296875 
364700295.0  1004.11328125 
364700945.0  1004.156005859375 
364701555.0  1004.161767578125 
364702203.0  1004.213623046875 
364702813.0  1004.214892578125 
364703480.0  1004.219970703125 
364704090.0  1004.2770263671875 
364704749.0  1004.41015625 
364705359.0  1004.45693359375 
364706005.0  1004.527099609375 
364706615.0  1004.5911865234375 
364707259.0  1004.6552734375 
364707869.0  1004.64296875 
364708523.0  1004.634765625 
364709133.0  1004.77353515625 
364710738.0  1004.8974609375 
364711348.0  1004.9751953125 
364712000.0  1005.091796875 
364712610.0  1005.0584716796875 
364713258.0  1005.025146484375 
364713868.0  1005.113916015625 
364714526.0  1005.173095703125 
364715136.0  1005.1296875 
364715789.0  1005.111083984375 
364716399.0  1005.115966796875 
364717067.0  1005.1171875 
364717677.0  1005.1892578125 
364718332.0  1005.197265625 
364718999.0  1005.245849609375 
364719671.0  1005.22021484375 
364720392.0  1005.160400390625 
364721002.0  1005.173486328125 
364721654.0  1005.193115234375 
364722264.0  1005.288818359375 
364722908.0  1005.349365234375 
364724163.0  1005.325927734375 
364724773.0  1005.3459228515625 
364725421.0  1005.3544921875 
364726031.0  1005.5078125 
364726697.0  1005.546142578125 
364727307.0  1005.5718505859375 
364727961.0  1005.56455078125 
364728861.0  1005.54931640625 
364729471.0  1005.602294921875 
364730119.0  1005.6552734375 
364730729.0  1005.733349609375 
364731376.0  1005.785400390625 
364731986.0  1005.6960205078125 
364732626.0  1005.65771484375 
364733236.0  1005.62001953125 
364733898.0  1005.610595703125 
364734508.0  1005.5669677734375 
364736285.0  1005.480615234375 
364737366.0  1005.428955078125 
364737976.0  1005.4233154296875 
364738629.0  1005.4208984375 
364739239.0  1005.35078125 
364739887.0  1005.333251953125 
364740497.0  1005.2943603515625 
364741141.0  1005.2900390625 
364741802.0  1005.1474609375 
364743315.0  1005.112060546875 
364743987.0  1005.215771484375 
364744688.0  1005.24169921875 
364745298.0  1005.3078369140625 
364745955.0  1005.315185546875 
364746615.0  1005.493896484375 
364747225.0  1005.4974365234375 
364747880.0  1005.529296875 
364748490.0  1005.510205078125 
364749134.0  1005.433837890625 
364749744.0  1005.4226318359375 
364750394.0  1005.396484375 
364751004.0  1005.4227294921875 
364751718.0  1005.448974609375 
364752328.0  1005.38935546875 
364752981.0  1005.349609375 
364753591.0  1005.335595703125 
364754234.0  1005.32958984375 
364754844.0  1005.375146484375 
364756573.0  1005.422607421875 
364757183.0  1005.4716552734375 
364757841.0  1005.49267578125 
364758514.0  1005.3641357421875 
364759170.0  1005.349853515625 
364759815.0  1005.436767578125 
364760425.0  1005.51845703125 
364761433.0  1005.553466796875 
364762043.0  1005.519677734375 
364762688.0  1005.51123046875 
364763298.0  1005.627685546875 
364763951.0  1005.640625 
364764600.0  1005.782958984375 
364765274.0  1005.80791015625 
364765927.0  1005.90771484375 
364766537.0  1005.9720947265625 
364767187.0  1006.122314453125 
364767797.0  1006.1853759765625 
364768628.0  1006.21240234375 
364769238.0  1006.31103515625 
364769893.0  1006.335693359375 
364770503.0  1006.4273193359375 
364771149.0  1006.4375 
364771816.0  1006.5908203125 
364772426.0  1006.5995849609375 
364773080.0  1006.678466796875 
364773690.0  1006.6935546875 
364774347.0  1006.75390625 
364774957.0  1006.7741943359375 
364775601.0  1006.821533203125 
364776211.0  1006.888916015625 
364776867.0  1006.989990234375 
364777477.0  1007.0738525390625 
364778119.0  1007.15771484375 
364778729.0  1007.15009765625 
364779381.0  1007.139404296875 
364780284.0  1007.0888671875 
364780894.0  1007.08955078125 
364781553.0  1007.09228515625 
364782163.0  1007.1051025390625 
364782813.0  1007.135009765625 
364783423.0  1007.040771484375 
