y_long  y_lat
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
10.677091598510742  59.84035110473633 
