x_pres_w  y_rawrate
1002.443115234375  33.07475391781199 
1004.156005859375  33.042586895633406 
1005.396484375  32.82536264732548 
1004.8974609375  32.89440507959878 
1005.436767578125  32.83974212427415 
1007.6865234375  32.78071546808902 
1007.56640625  32.70613006760602 
1010.56103515625  32.661258659205274 
1010.17236328125  32.691572645636654 
1010.229248046875  32.72476391308334 
1014.730224609375  32.408917139819486 
1013.095458984375  32.46937294477832 
1014.28564453125  32.42864359686789 
1019.634033203125  32.11838744563842 
1016.973388671875  32.13273187068553 
1017.00634765625  32.13629152880388 
1015.91943359375  32.134118713185316 
1007.302978515625  32.66706796292931 
1013.697509765625  32.47458524126188 
1006.926025390625  32.77068945868946 
1007.7529296875  32.886964571996295 
1005.2373046875  32.62162162162162 
1008.64990234375  32.87728453631537 
1012.1328125  32.52376679550893 
1013.73486328125  32.32790261738909 
1012.56494140625  32.303839809384165 
1014.291748046875  32.24745222193978 
1014.491455078125  32.17841136860122 
1012.7880859375  32.317516660178164 
1012.755859375  32.24553007043525 
1012.561279296875  32.28350869167429 
1015.6123046875  32.31844535600523 
1013.85791015625  32.278513031302225 
1015.824462890625  32.329450075677656 
1016.5009765625  32.25765716122515 
1015.317138671875  32.30500046044755 
1016.693115234375  32.266857506361326 
1016.03466796875  32.25804167047428 
1013.509765625  32.33765250894413 
1015.94189453125  32.51766273140705 
1012.349609375  32.4063612355035 
1009.73779296875  32.69250794820992 
1007.9306640625  32.80482686253935 
1009.645263671875  32.87176473247587 
1007.03662109375  32.825623914434594 
1006.373046875  33.05456812514169 
1007.6005859375  33.0467008066709 
1006.580322265625  33.06879923933714 
1008.379638671875  32.995351157675124 
1007.68115234375  33.02340022372897 
1008.707763671875  32.96885750497918 
1007.435791015625  33.04443327009668 
1008.029541015625  32.97100786537406 
1007.598876953125  32.90923671192031 
1008.468505859375  32.93119674715033 
1007.28369140625  32.86341771866037 
1003.721923828125  32.97337495409475 
1006.213134765625  33.06054251196718 
1003.085693359375  33.014766428226416 
1003.890869140625  33.10159671532847 
1008.548095703125  32.92716010308812 
1005.601318359375  32.92836468885673 
1008.22216796875  32.81931106001172 
996.78759765625  33.14645575696619 
1002.16943359375  33.56289799895755 
992.681640625  33.3737595225716 
1005.031982421875  33.47511499540018 
1007.515625  33.04877993365747 
1007.1796875  33.14573822988349 
1006.127197265625  33.05099510974639 
1004.01123046875  33.31134161632281 
1005.7333984375  33.24858821386283 
1005.25146484375  33.29982230727173 
1006.105712890625  33.231696773899984 
1006.476806640625  33.20907727954205 
1004.115234375  33.26811792002184 
1005.693603515625  33.29283340163001 
1004.534912109375  33.2356459058144 
1004.965576171875  33.32854919196081 
1004.382568359375  33.19830047741965 
1004.170654296875  33.334646655583136 
1005.81982421875  33.2443306010929 
1006.40087890625  33.109414642986586 
1006.702880859375  33.14565227283069 
1005.900634765625  32.99893742087177 
1004.171875  33.088926251784976 
1005.128173828125  33.131747630602995 
1002.32373046875  33.09556710904364 
1004.34521484375  33.163935171504555 
1006.622802734375  33.09659876277447 
1005.73046875  33.112442145385245 
1007.29638671875  33.054036296078124 
1002.42041015625  32.90799431270926 
1006.96630859375  33.06591960802105 
1000.75927734375  32.97446132909957 
1005.103759765625  33.06016197454686 
1005.33447265625  32.968013011656275 
1006.546630859375  33.00548181035654 
1004.7802734375  33.00558798244423 
1005.125244140625  33.16273938952827 
1004.860107421875  33.14527503526093 
1006.43701171875  33.217197045682504 
1012.06884765625  33.01407748282819 
1013.97998046875  32.60035540375251 
1014.4052734375  32.72928713512513 
1013.40234375  32.62133881548554 
1008.2880859375  32.564669981916815 
1001.0849609375  33.21229485651416 
1004.6611328125  32.81023810599557 
1002.23193359375  33.282394010380784 
1001.966552734375  33.34494781564607 
1004.003662109375  33.432459886875215 
1000.10986328125  33.41166837256909 
993.967529296875  33.75211786372007 
991.913818359375  34.31346674622481 
993.066162109375  34.119653283845565 
993.786376953125  34.253946072254934 
997.05224609375  34.04713188798554 
995.40869140625  33.84044244571636 
997.285888671875  34.04275236880466 
1000.34375  33.723362636351084 
1001.247802734375  33.71398614150255 
1001.32763671875  33.71162295601758 
1002.211181640625  33.57424805521571 
1001.7451171875  33.22070713992051 
1002.552978515625  33.302246597975994 
1001.2197265625  33.279924320134946 
1005.58251953125  33.214184494423115 
1010.954833984375  32.89960571597876 
1008.329345703125  32.798302500739524 
1012.209716796875  32.782642019837695 
1013.286376953125  32.533689864226275 
1010.980224609375  32.63108410912703 
1012.263671875  32.588775769328436 
1010.398193359375  32.642738205365404 
1011.681640625  32.92542581291556 
1009.8896484375  32.738466440585384 
1012.550537109375  32.82278223987005 
1018.38525390625  32.57979891367156 
1018.14599609375  32.40671168783276 
1019.087646484375  32.468539041080106 
1018.8935546875  32.4079815455594 
1021.0205078125  32.24239789497769 
1019.85498046875  32.12662998242856 
1020.4072265625  32.16148867313916 
1022.37744140625  32.10543021556449 
1022.85546875  31.937584740893946 
1023.1376953125  31.998297284859643 
1022.464111328125  31.86561156968415 
1021.707275390625  31.97977739098571 
1017.910400390625  32.16561989555295 
1021.112548828125  32.09259727425249 
1017.6240234375  32.29846515486726 
1016.490234375  32.44118188089216 
