x_pres_w  y_rawrate
982.112060546875  27.694273266969144 
982.839599609375  27.830950971912415 
983.86083984375  27.259876924484708 
982.891357421875  27.553185271770893 
983.482177734375  27.296243364638627 
985.383544921875  27.522284794851167 
982.618896484375  27.57931066218766 
986.092529296875  27.519428254232583 
983.42529296875  27.714222941720628 
984.98388671875  27.641107416706248 
983.971923828125  27.791376405773345 
983.00732421875  27.738487815987245 
984.559326171875  27.705370234604107 
983.71435546875  27.682442503038224 
982.905029296875  27.582600085514322 
985.90673828125  27.740827142598295 
982.861572265625  27.70546528803545 
985.3466796875  27.62990877547738 
982.31201171875  27.793690535803705 
982.831298828125  27.621310758896737 
984.877197265625  27.687762447510497 
982.0830078125  27.68804523424879 
984.5986328125  27.64479305434333 
985.340576171875  27.47609593213456 
985.0654296875  27.42846671858537 
984.37548828125  27.448432315297623 
986.074951171875  27.38896138085754 
985.173583984375  27.480341059754036 
986.866943359375  27.470549061933085 
987.08447265625  27.48447376284276 
987.529052734375  27.367417479283983 
987.353759765625  27.271997811616668 
985.56591796875  27.28566193311956 
987.16552734375  27.385366298695374 
987.34326171875  27.42492729729111 
988.7705078125  27.45436013590034 
988.883056640625  27.37114992061692 
989.7578125  27.390763968072974 
988.191650390625  27.399332335673996 
988.073974609375  27.400013803892698 
989.81103515625  27.326515168887155 
987.328369140625  27.451504791038733 
990.028076171875  27.366583711956896 
989.170166015625  27.488031705284964 
987.885009765625  27.42045712212598 
988.866943359375  27.415860600731243 
986.138916015625  27.450209548104958 
987.764404296875  27.457954725703022 
985.227294921875  27.532102728731942 
988.395263671875  27.505595816897532 
986.24072265625  27.566869475375963 
988.85791015625  27.439746493696664 
987.57666015625  27.52736067490429 
986.000732421875  27.48128807658834 
987.993896484375  27.5006416131989 
984.89599609375  27.426182943445028 
988.214111328125  27.51147326661257 
985.290771484375  27.42003245788475 
987.373779296875  27.44617216662468 
986.900634765625  27.455601280292637 
984.927490234375  27.463375031445104 
987.207763671875  27.474515483826472 
987.891357421875  27.4981605958761 
988.44384765625  27.508721663190226 
987.980712890625  27.501316924753645 
990.724609375  27.46152116729243 
989.353759765625  27.40772149583981 
989.314208984375  27.454351950395633 
989.47412109375  27.418804004937595 
987.826171875  27.42824915979927 
989.202880859375  27.450919540229886 
986.72021484375  27.441237679237084 
988.585205078125  27.344920827699994 
985.58642578125  27.475420350941494 
988.908935546875  27.410660095374997 
986.414794921875  27.517739122452728 
984.416748046875  27.64983549625297 
985.013671875  27.743937611038046 
982.16162109375  27.677530095665308 
981.406982421875  27.817394926865397 
982.181396484375  27.81038030285516 
982.6796875  27.798250688386513 
983.5673828125  27.785372395773116 
988.26708984375  27.75923537540304 
987.6884765625  27.5732429763935 
988.20556640625  27.644870763928775 
988.438232421875  27.53319530089571 
985.6591796875  27.489292994068204 
988.450927734375  27.49710382387557 
984.599365234375  27.506128771551722 
986.6689453125  27.50713608290347 
985.4619140625  27.584602660417673 
986.1220703125  27.562494217781477 
986.983154296875  27.59998162524691 
989.052978515625  27.35600803506209 
987.53125  27.445512160523485 
986.791015625  27.289306312262063 
989.97900390625  27.390741923708706 
986.94287109375  27.407715792395226 
990.737060546875  27.41178511135265 
988.5576171875  27.447790889132822 
988.488525390625  27.526464263417115 
988.249755859375  27.537610669309963 
985.587158203125  27.539338575393156 
988.068359375  27.49695671776375 
986.999755859375  27.466401171839237 
988.26806640625  27.45626999504348 
988.30712890625  27.435640442352305 
987.49609375  27.447566184700428 
988.75341796875  27.588106184876278 
986.042236328125  27.475724828074664 
986.864013671875  27.61609815839608 
982.704833984375  27.624087591240876 
986.35107421875  27.609949630856274 
983.913330078125  27.593282822571524 
981.11572265625  27.7394583871563 
983.485107421875  27.818483262654517 
978.3076171875  27.859729029871453 
978.660400390625  27.84149263176928 
975.9921875  27.978431372549018 
979.869384765625  27.917243244461474 
976.75830078125  28.027478957555026 
981.883056640625  27.953765380701267 
984.355224609375  27.61125106842413 
982.00244140625  27.848854397634884 
985.896240234375  27.51855023491564 
986.68017578125  27.49432208434452 
986.89208984375  27.50497911982011 
985.570556640625  27.499051146626424 
989.27490234375  27.425982281733955 
987.771728515625  27.418806940438586 
990.460693359375  27.4461563115242 
988.529052734375  27.401714089818306 
988.00146484375  27.475346475781 
988.587158203125  27.600036397552266 
985.200439453125  27.578442628486528 
985.30810546875  27.653224173995188 
983.8203125  27.679653288790576 
986.19921875  27.664520875482804 
985.148681640625  27.70214832719633 
985.17578125  27.708574059155254 
984.394287109375  27.660540954440016 
984.87646484375  27.66830311901813 
985.400634765625  27.66032126477841 
986.1259765625  27.779804229384062 
984.439453125  27.75592586608812 
986.49658203125  27.81681203562693 
987.57568359375  27.66933159174849 
987.119140625  27.686134026443668 
988.17333984375  27.65089740997821 
988.479248046875  27.62431749469789 
985.025634765625  27.74320144050972 
986.5791015625  27.82938048331725 
983.867919921875  27.819062146109225 
985.20361328125  27.854629522598543 
984.917236328125  27.723112748976963 
