x_rawrate  y_rawrate
364630736.0  33.53265352887259 
364680205.5  33.45620463028693 
364725145.5  32.659275062983724 
364813800.5  33.512166594041695 
364861431.5  33.60071691052145 
364906841.5  33.544477570547045 
364950638.5  33.154418046223824 
364994703.0  32.94544996334311 
365039024.5  32.743303418510656 
365084887.0  32.729749331399304 
365129345.0  32.423733405581146 
365178252.0  32.348780149067174 
365222059.0  32.04943009467782 
365267321.5  31.916844251964896 
365313382.5  31.29973896266031 
365396750.5  31.85299744162998 
365443570.5  31.965144366435652 
365489301.5  31.880371150241803 
365549829.5  32.19506317425283 
365594202.5  32.193807937263436 
365638457.0  31.92843673826059 
365682517.5  32.204651372222344 
365731805.0  32.5583329545971 
365780457.0  32.73096669750231 
365826697.5  32.76318387400418 
365870781.5  32.707714832751435 
365932220.5  32.947504441931834 
365978317.0  33.15472602739726 
366022965.5  33.452063779260435 
366069532.0  33.653523948279 
366117145.0  33.3872216622377 
366162783.0  33.499228535124345 
366206838.5  33.37187649756966 
366253202.5  33.023806772217725 
366296629.0  32.78145603762276 
366342858.5  32.80537804347328 
366386536.0  32.81924828633206 
366431998.0  33.0274524817584 
366478977.0  32.79871466471503 
366524339.0  32.06600027077034 
366573722.0  32.57693008841491 
366618198.0  33.24863972883775 
366668050.5  32.92628641589463 
366816652.0  32.92256407946304 
366912129.0  33.59014755959137 
366980116.0  34.468405616779236 
367049865.5  34.701312635543886 
367170564.5  34.40325422797904 
367233357.5  34.15556464625804 
367300608.5  33.6469682429869 
367443099.0  33.21002397229868 
367564026.5  33.22269319295367 
367637575.0  33.88005793226382 
367703251.0  32.708156486436614 
367758229.5  33.37705572940941 
367815153.0  33.04992326442177 
367870262.5  32.125353895730235 
367992502.5  32.78644865046478 
368070313.0  32.19635125383366 
368142447.0  31.92349653476414 
368210691.0  32.01672345767575 
368264029.0  32.41844998416504 
368317137.5  32.62080650626906 
368386420.0  32.59009896556357 
