y_temp_in  y_temp_out
33.72748565673828  35.21666717529297 
33.72748565673828  35.21666717529297 
33.66723785400391  35.19000091552734 
33.65217590332031  35.18333435058594 
33.68606414794922  35.1970832824707 
33.708656311035156  35.20624923706055 
33.708656311035156  35.2345832824707 
33.708656311035156  35.27708435058594 
33.82538757324219  35.358334350585935 
34.29231262207031  35.68333435058594 
34.29231262207031  35.68333435058594 
33.80279541015625  35.29375076293945 
33.80279541015625  35.29375076293945 
33.757608032226564  35.303751373291014 
33.74631118774414  35.306251525878906 
33.735015869140625  35.32125015258789 
33.72748565673828  35.33124923706055 
33.539207458496094  35.11770820617676 
33.350929260253906  34.90416717529297 
33.43565444946289  34.96291656494141 
33.63334655761719  35.099998474121094 
34.124747848510744  35.43749847412109 
34.17934799194336  35.474998474121094 
33.915761184692386  35.30583305358887 
33.80279541015625  35.233333587646484 
33.7557258605957  35.26041603088379 
33.708656311035156  35.287498474121094 
33.72560157775879  35.2706241607666 
33.765140533447266  35.23125076293945 
33.774554061889646  35.25270881652832 
33.859275817871094  35.445831298828125 
33.859275817871094  35.445831298828125 
33.910111618041995  35.27895927429199 
33.9157600402832  35.26041793823242 
33.79714584350586  35.328958892822264 
33.74631118774414  35.358333587646484 
33.88751792907715  35.441667556762695 
34.028724670410156  35.525001525878906 
33.96659469604492  35.42750129699707 
33.821624755859375  35.20000076293945 
33.77643814086914  35.180000686645506 
33.36975860595703  35.0 
33.36975860595703  35.0 
33.556151962280275  35.01312522888183 
33.57686233520508  35.014583587646484 
33.69547653198242  35.147291564941405 
33.74631118774414  35.204166412353516 
33.633344650268555  35.08645820617676 
33.52037811279297  34.96875 
33.6954761505127  35.145625305175784 
34.10403823852539  35.55833435058594 
34.05132064819336  35.5104175567627 
33.57686233520508  35.079166412353516 
33.57686233520508  35.079166412353516 
33.49214057922363  35.04166526794434 
33.48272705078125  35.037498474121094 
33.512847900390625  35.09916534423828 
33.52037811279297  35.11458206176758 
33.30574417114258  34.958333587646486 
33.162654876708984  34.85416793823242 
33.222904205322266  34.8533332824707 
33.31327819824219  34.852081298828125 
33.354698181152344  34.87791519165039 
33.52037811279297  34.98125076293945 
33.52037811279297  34.98125076293945 
33.463897705078125  34.86458206176758 
33.463897705078125  34.86458206176758 
33.057220458984375  34.57624893188476 
32.95555114746094  34.50416564941406 
33.10240631103515  34.58791580200195 
33.20030975341797  34.64374923706055 
33.087344360351565  34.57708206176758 
32.91789627075195  34.477081298828125 
32.95555114746094  34.52124862670898 
33.106170654296875  34.69791793823242 
33.106170654296875  34.69791793823242 
32.95555114746094  34.483333587646484 
32.95555114746094  34.483333587646484 
33.15135803222656  34.698332977294925 
33.20030975341797  34.75208282470703 
33.03086166381836  34.63708343505859 
32.91789627075195  34.56041717529297 
32.82375717163086  34.410417556762695 
32.729618072509766  34.26041793823242 
32.786101531982425  34.28916778564453 
32.91789627075195  34.35625076293945 
32.91036529541016  34.38916702270508 
32.88024139404297  34.52083206176758 
32.88024139404297  34.52083206176758 
33.106170654296875  34.62916564941406 
33.106170654296875  34.62916564941406 
