x_rawrate  y_rawrate
364630361.5  27.694273266969144 
364675138.0  27.830950971912415 
364719831.5  27.259876924484708 
364764522.0  27.553185271770893 
364725487.0  27.296243364638627 
364769459.5  27.522284794851167 
364815978.0  27.57931066218766 
364863791.0  27.519428254232583 
364835165.0  27.714222941720628 
364879277.5  27.641107416706248 
364924228.0  27.791376405773345 
364898235.0  27.738487815987245 
364943134.0  27.705370234604107 
365000221.5  27.682442503038224 
365048556.5  27.582600085514322 
365021182.0  27.740827142598295 
365070175.5  27.70546528803545 
365114997.5  27.62990877547738 
365083847.0  27.793690535803705 
365128635.5  27.621310758896737 
365177706.0  27.687762447510497 
365222759.0  27.68804523424879 
365195579.0  27.64479305434333 
365239685.5  27.47609593213456 
365284666.0  27.42846671858537 
365252060.5  27.448432315297623 
365296995.5  27.38896138085754 
365340921.0  27.480341059754036 
365387506.5  27.470549061933085 
365354533.5  27.48447376284276 
365401322.0  27.367417479283983 
365448169.0  27.271997811616668 
365416497.0  27.28566193311956 
365463285.0  27.385366298695374 
365508699.5  27.42492729729111 
365552813.0  27.45436013590034 
365522603.0  27.37114992061692 
365567829.0  27.390763968072974 
365614474.5  27.399332335673996 
365584198.0  27.400013803892698 
365631018.5  27.326515168887155 
365678195.0  27.451504791038733 
365725952.5  27.366583711956896 
365696078.5  27.488031705284964 
365743932.0  27.42045712212598 
365788682.0  27.415860600731243 
365757539.0  27.450209548104958 
365804283.5  27.457954725703022 
365850700.0  27.532102728731942 
365897213.0  27.505595816897532 
365864371.5  27.566869475375963 
365910892.5  27.439746493696664 
365958935.5  27.52736067490429 
365928738.0  27.48128807658834 
365978103.0  27.5006416131989 
366021737.5  27.426182943445028 
366066297.0  27.51147326661257 
366035685.5  27.42003245788475 
366081027.5  27.44617216662468 
366127636.0  27.455601280292637 
366101598.5  27.463375031445104 
366150849.5  27.474515483826472 
366201908.0  27.4981605958761 
366246985.5  27.508721663190226 
366214299.0  27.501316924753645 
366259754.5  27.46152116729243 
366306039.0  27.40772149583981 
366272798.0  27.454351950395633 
366318392.0  27.418804004937595 
366363601.0  27.42824915979927 
366407517.0  27.450919540229886 
366376098.5  27.441237679237084 
366419990.5  27.344920827699994 
366466879.0  27.475420350941494 
366510773.5  27.410660095374997 
366480553.0  27.517739122452728 
366525750.0  27.64983549625297 
366570632.5  27.743937611038046 
366539372.0  27.677530095665308 
366584149.0  27.817394926865397 
366628908.5  27.81038030285516 
366672347.5  27.798250688386513 
366641158.5  27.785372395773116 
366685999.0  27.75923537540304 
366731514.0  27.5732429763935 
366778842.5  27.644870763928775 
366747832.0  27.53319530089571 
366795365.5  27.489292994068204 
366841853.5  27.49710382387557 
366809597.0  27.506128771551722 
366856882.5  27.50713608290347 
366902121.5  27.584602660417673 
366945682.0  27.562494217781477 
366915793.0  27.59998162524691 
366961023.0  27.35600803506209 
367006449.5  27.445512160523485 
366974744.5  27.289306312262063 
367020250.0  27.390741923708706 
367066748.0  27.407715792395226 
367110804.5  27.41178511135265 
367082124.0  27.447790889132822 
367125898.5  27.526464263417115 
367173144.5  27.537610669309963 
367146473.0  27.539338575393156 
367193682.0  27.49695671776375 
367241398.0  27.466401171839237 
367289818.0  27.45626999504348 
367263767.5  27.435640442352305 
367310077.5  27.447566184700428 
367356488.5  27.588106184876278 
367325159.5  27.475724828074664 
367370604.0  27.61609815839608 
367415520.0  27.624087591240876 
367461949.5  27.609949630856274 
367430859.5  27.593282822571524 
367478231.0  27.7394583871563 
367523676.0  27.818483262654517 
367490532.0  27.859729029871453 
367535872.0  27.84149263176928 
367580758.0  27.978431372549018 
367625451.5  27.917243244461474 
367594293.0  28.027478957555026 
367638380.0  27.953765380701267 
367682579.0  27.61125106842413 
367728552.0  27.848854397634884 
367695626.5  27.51855023491564 
367741097.0  27.49432208434452 
367784905.0  27.50497911982011 
367753454.5  27.499051146626424 
367797800.5  27.425982281733955 
367845630.0  27.418806940438586 
367889594.0  27.4461563115242 
367860816.5  27.401714089818306 
367904709.0  27.475346475781 
367948847.5  27.600036397552266 
367920189.5  27.578442628486528 
367965461.5  27.653224173995188 
368013274.0  27.679653288790576 
368060684.0  27.664520875482804 
368032434.5  27.70214832719633 
368078392.5  27.708574059155254 
368122494.5  27.660540954440016 
368091144.5  27.66830311901813 
368135639.5  27.66032126477841 
368179365.0  27.779804229384062 
368222933.5  27.75592586608812 
368191617.0  27.81681203562693 
368235717.0  27.66933159174849 
368283366.5  27.686134026443668 
368328447.5  27.65089740997821 
368297092.0  27.62431749469789 
368341592.0  27.74320144050972 
368389868.5  27.82938048331725 
368360595.5  27.819062146109225 
368408227.5  27.854629522598543 
368452259.5  27.723112748976963 
