x_temp  y_rawrate
24.88892364501953  33.07475391781199 
25.365076065063477  33.042586895633406 
24.8698787689209  32.82536264732548 
25.155569076538086  32.89440507959878 
24.927017211914062  32.83974212427415 
25.060338973999023  32.78071546808902 
25.155569076538086  32.70613006760602 
25.00320053100586  32.661258659205274 
25.155569076538086  32.691572645636654 
25.04129409790039  32.72476391308334 
25.07938575744629  32.408917139819486 
25.098430633544922  32.46937294477832 
24.88892364501953  32.42864359686789 
25.307937622070312  32.11838744563842 
25.07938575744629  32.13273187068553 
24.907970428466797  32.13629152880388 
25.155569076538086  32.134118713185316 
24.927017211914062  32.66706796292931 
25.136524200439453  32.47458524126188 
25.117477416992188  32.77068945868946 
25.098430633544922  32.886964571996295 
25.384122848510742  32.62162162162162 
24.907970428466797  32.87728453631537 
25.04129409790039  32.52376679550893 
25.21270751953125  32.32790261738909 
25.022247314453125  32.303839809384165 
25.07938575744629  32.24745222193978 
25.17461585998535  32.17841136860122 
24.946062088012695  32.317516660178164 
25.117477416992188  32.24553007043525 
25.269845962524414  32.28350869167429 
25.060338973999023  32.31844535600523 
25.117477416992188  32.278513031302225 
25.04129409790039  32.329450075677656 
25.307937622070312  32.25765716122515 
25.022247314453125  32.30500046044755 
25.022247314453125  32.266857506361326 
25.060338973999023  32.25804167047428 
25.25080108642578  32.33765250894413 
25.136524200439453  32.51766273140705 
25.07938575744629  32.4063612355035 
25.155569076538086  32.69250794820992 
25.00320053100586  32.80482686253935 
25.346031188964844  32.87176473247587 
24.850831985473633  32.825623914434594 
24.96510887145996  33.05456812514169 
24.812740325927734  33.0467008066709 
24.907970428466797  33.06879923933714 
24.698463439941406  32.995351157675124 
24.96510887145996  33.02340022372897 
24.831787109375  32.96885750497918 
24.907970428466797  33.04443327009668 
24.984153747558594  32.97100786537406 
25.193660736083984  32.90923671192031 
25.17461585998535  32.93119674715033 
24.984153747558594  32.86341771866037 
25.022247314453125  32.97337495409475 
25.022247314453125  33.06054251196718 
25.07938575744629  33.014766428226416 
25.28889274597168  33.10159671532847 
25.04129409790039  32.92716010308812 
25.269845962524414  32.92836468885673 
24.946062088012695  32.81931106001172 
25.04129409790039  33.14645575696619 
25.17461585998535  33.56289799895755 
25.28889274597168  33.3737595225716 
25.231754302978516  33.47511499540018 
25.07938575744629  33.04877993365747 
25.060338973999023  33.14573822988349 
25.17461585998535  33.05099510974639 
25.060338973999023  33.31134161632281 
24.984153747558594  33.24858821386283 
24.96510887145996  33.29982230727173 
25.117477416992188  33.231696773899984 
25.098430633544922  33.20907727954205 
24.88892364501953  33.26811792002184 
24.984153747558594  33.29283340163001 
24.96510887145996  33.2356459058144 
24.96510887145996  33.32854919196081 
24.96510887145996  33.19830047741965 
25.231754302978516  33.334646655583136 
25.060338973999023  33.2443306010929 
25.326984405517578  33.109414642986586 
25.155569076538086  33.14565227283069 
25.136524200439453  32.99893742087177 
25.117477416992188  33.088926251784976 
25.403167724609375  33.131747630602995 
25.07938575744629  33.09556710904364 
25.21270751953125  33.163935171504555 
25.098430633544922  33.09659876277447 
25.403167724609375  33.112442145385245 
25.098430633544922  33.054036296078124 
25.307937622070312  32.90799431270926 
25.136524200439453  33.06591960802105 
25.155569076538086  32.97446132909957 
25.00320053100586  33.06016197454686 
25.155569076538086  32.968013011656275 
25.07938575744629  33.00548181035654 
25.136524200439453  33.00558798244423 
24.907970428466797  33.16273938952827 
24.984153747558594  33.14527503526093 
24.946062088012695  33.217197045682504 
24.96510887145996  33.01407748282819 
24.927017211914062  32.60035540375251 
24.927017211914062  32.72928713512513 
25.060338973999023  32.62133881548554 
25.098430633544922  32.564669981916815 
25.193660736083984  33.21229485651416 
25.17461585998535  32.81023810599557 
25.117477416992188  33.282394010380784 
24.927017211914062  33.34494781564607 
25.269845962524414  33.432459886875215 
25.231754302978516  33.41166837256909 
25.21270751953125  33.75211786372007 
25.060338973999023  34.31346674622481 
25.384122848510742  34.119653283845565 
25.098430633544922  34.253946072254934 
25.04129409790039  34.04713188798554 
24.946062088012695  33.84044244571636 
24.927017211914062  34.04275236880466 
24.88892364501953  33.723362636351084 
25.155569076538086  33.71398614150255 
24.96510887145996  33.71162295601758 
24.907970428466797  33.57424805521571 
25.098430633544922  33.22070713992051 
24.96510887145996  33.302246597975994 
25.155569076538086  33.279924320134946 
24.946062088012695  33.214184494423115 
24.984153747558594  32.89960571597876 
24.850831985473633  32.798302500739524 
25.022247314453125  32.782642019837695 
24.850831985473633  32.533689864226275 
25.231754302978516  32.63108410912703 
25.060338973999023  32.588775769328436 
25.098430633544922  32.642738205365404 
25.25080108642578  32.92542581291556 
25.022247314453125  32.738466440585384 
25.117477416992188  32.82278223987005 
24.907970428466797  32.57979891367156 
24.75560188293457  32.40671168783276 
24.927017211914062  32.468539041080106 
24.812740325927734  32.4079815455594 
24.850831985473633  32.24239789497769 
24.946062088012695  32.12662998242856 
24.984153747558594  32.16148867313916 
25.04129409790039  32.10543021556449 
25.022247314453125  31.937584740893946 
24.927017211914062  31.998297284859643 
24.946062088012695  31.86561156968415 
25.04129409790039  31.97977739098571 
25.060338973999023  32.16561989555295 
25.022247314453125  32.09259727425249 
25.060338973999023  32.29846515486726 
25.098430633544922  32.44118188089216 
