x_rawrate  y_rawrate
364630340.5  33.07475391781199 
364678146.0  33.042586895633406 
364723897.0  32.82536264732548 
364772842.0  32.89440507959878 
364733322.0  32.83974212427415 
364782449.0  32.78071546808902 
364827099.5  32.70613006760602 
364864624.5  32.661258659205274 
364913745.0  32.691572645636654 
364904172.0  32.72476391308334 
364961116.5  32.408917139819486 
365018065.5  32.46937294477832 
364989833.5  32.42864359686789 
365039541.5  32.11838744563842 
365088582.5  32.13273187068553 
365063032.0  32.13629152880388 
365115524.0  32.134118713185316 
365161806.0  32.66706796292931 
365207425.5  32.47458524126188 
365177542.5  32.77068945868946 
365224693.5  32.886964571996295 
365268665.5  32.62162162162162 
365236701.5  32.87728453631537 
365281917.0  32.52376679550893 
365326601.5  32.32790261738909 
365371755.0  32.303839809384165 
365342377.5  32.24745222193978 
365387954.5  32.17841136860122 
365435174.5  32.317516660178164 
365480506.0  32.24553007043525 
365449774.0  32.28350869167429 
365494801.5  32.31844535600523 
365542532.0  32.278513031302225 
365511820.0  32.329450075677656 
365557956.0  32.25765716122515 
365604228.0  32.30500046044755 
365649562.0  32.266857506361326 
365620234.0  32.25804167047428 
365665288.0  32.33765250894413 
365708997.0  32.51766273140705 
365676236.5  32.4063612355035 
365719840.0  32.69250794820992 
365763599.0  32.80482686253935 
365808341.5  32.87176473247587 
365775607.0  32.825623914434594 
365820245.0  33.05456812514169 
365866976.0  33.0467008066709 
365911269.0  33.06879923933714 
365881331.5  32.995351157675124 
365925431.5  33.02340022372897 
365971097.0  32.96885750497918 
365940995.5  33.04443327009668 
365985226.0  32.97100786537406 
366031028.5  32.90923671192031 
366076410.5  32.93119674715033 
366045442.5  32.86341771866037 
366089515.0  32.97337495409475 
366133972.0  33.06054251196718 
366102698.5  33.014766428226416 
366147095.0  33.10159671532847 
366192699.0  32.92716010308812 
366237072.0  32.92836468885673 
366205898.0  32.81931106001172 
366250115.5  33.14645575696619 
366296887.5  33.56289799895755 
366341928.5  33.3737595225716 
366309595.0  33.47511499540018 
366353728.0  33.04877993365747 
366400462.5  33.14573822988349 
366369272.5  33.05099510974639 
366414699.5  33.31134161632281 
366458742.0  33.24858821386283 
366503995.0  33.29982230727173 
366473040.0  33.231696773899984 
366517174.0  33.20907727954205 
366563691.0  33.26811792002184 
366531498.0  33.29283340163001 
366575586.5  33.2356459058144 
366619552.0  33.32854919196081 
366664899.5  33.19830047741965 
366631599.5  33.334646655583136 
366676891.0  33.2443306010929 
366721150.0  33.109414642986586 
366768847.0  33.14565227283069 
366736691.0  32.99893742087177 
366785369.0  33.088926251784976 
366830967.0  33.131747630602995 
366803576.0  33.09556710904364 
366853881.5  33.163935171504555 
366898087.5  33.09659876277447 
366945943.0  33.112442145385245 
366913622.5  33.054036296078124 
366961258.0  32.90799431270926 
367007062.0  33.06591960802105 
366975882.0  32.97446132909957 
367020193.5  33.06016197454686 
367064524.0  32.968013011656275 
367110081.0  33.00548181035654 
367077683.0  33.00558798244423 
367123107.0  33.16273938952827 
367167224.0  33.14527503526093 
367139813.0  33.217197045682504 
367188697.5  33.01407748282819 
367233770.5  32.60035540375251 
367278412.0  32.72928713512513 
367245811.0  32.62133881548554 
367290930.0  32.564669981916815 
367335259.0  33.21229485651416 
367382019.0  32.81023810599557 
367350772.0  33.282394010380784 
367398179.0  33.34494781564607 
367444544.5  33.432459886875215 
367412794.5  33.41166837256909 
367461166.0  33.75211786372007 
367506003.0  34.31346674622481 
367552823.0  34.119653283845565 
367521096.5  34.253946072254934 
367568020.0  34.04713188798554 
367614680.0  33.84044244571636 
367585400.0  34.04275236880466 
367629606.0  33.723362636351084 
367674584.0  33.71398614150255 
367720676.0  33.71162295601758 
367688387.5  33.57424805521571 
367734752.0  33.22070713992051 
367779861.5  33.302246597975994 
367746686.5  33.279924320134946 
367791829.0  33.214184494423115 
367835783.5  32.89960571597876 
367881413.5  32.798302500739524 
367850398.0  32.782642019837695 
367896825.5  32.533689864226275 
367941504.5  32.63108410912703 
367986138.5  32.588775769328436 
367954720.0  32.642738205365404 
367999636.0  32.92542581291556 
368045254.5  32.738466440585384 
368014223.0  32.82278223987005 
368060577.5  32.57979891367156 
368104153.5  32.40671168783276 
368148937.5  32.468539041080106 
368115037.0  32.4079815455594 
368159987.5  32.24239789497769 
368204842.0  32.12662998242856 
368174320.0  32.16148867313916 
368219733.0  32.10543021556449 
368265983.5  31.937584740893946 
368311295.0  31.998297284859643 
368279667.5  31.86561156968415 
368324865.0  31.97977739098571 
368370017.5  32.16561989555295 
368413800.5  32.09259727425249 
368382171.0  32.29846515486726 
368425902.0  32.44118188089216 
