 m,M ->b,B
x-axis: "Sqrt(S)"  from 10.000000 to 200.000000 N_points= 200
Asymmetry
1.000000E+01 5.958531E+00
1.095477E+01 7.334502E+00
1.190955E+01 8.374517E+00
1.286432E+01 9.197241E+00
1.381910E+01 9.865105E+00
1.477387E+01 1.041685E+01
1.572864E+01 1.087875E+01
1.668342E+01 1.126963E+01
1.763819E+01 1.160343E+01
1.859296E+01 1.189076E+01
1.954774E+01 1.213984E+01
2.050251E+01 1.235714E+01
2.145729E+01 1.254780E+01
2.241206E+01 1.271598E+01
2.336683E+01 1.286506E+01
2.432161E+01 1.299779E+01
2.527638E+01 1.311647E+01
2.623116E+01 1.322300E+01
2.718593E+01 1.331896E+01
2.814070E+01 1.340570E+01
2.909548E+01 1.348435E+01
3.005025E+01 1.355589E+01
3.100503E+01 1.362114E+01
3.195980E+01 1.368081E+01
3.291457E+01 1.373552E+01
3.386935E+01 1.378580E+01
3.482412E+01 1.383211E+01
3.577889E+01 1.387485E+01
3.673367E+01 1.391439E+01
3.768844E+01 1.395102E+01
3.864322E+01 1.398504E+01
3.959799E+01 1.401668E+01
4.055276E+01 1.404615E+01
4.150754E+01 1.407365E+01
4.246231E+01 1.409936E+01
4.341709E+01 1.412341E+01
4.437186E+01 1.414596E+01
4.532663E+01 1.416712E+01
4.628141E+01 1.418700E+01
4.723618E+01 1.420571E+01
4.819095E+01 1.422333E+01
4.914573E+01 1.423995E+01
5.010050E+01 1.425565E+01
5.105528E+01 1.427048E+01
5.201005E+01 1.428451E+01
5.296482E+01 1.429780E+01
5.391960E+01 1.431040E+01
5.487437E+01 1.432235E+01
5.582915E+01 1.433370E+01
5.678392E+01 1.434449E+01
5.773869E+01 1.435476E+01
5.869347E+01 1.436453E+01
5.964824E+01 1.437384E+01
6.060302E+01 1.438272E+01
6.155779E+01 1.439120E+01
6.251256E+01 1.439929E+01
6.346734E+01 1.440702E+01
6.442211E+01 1.441442E+01
6.537688E+01 1.442149E+01
6.633166E+01 1.442826E+01
6.728643E+01 1.443475E+01
6.824121E+01 1.444098E+01
6.919598E+01 1.444694E+01
7.015075E+01 1.445267E+01
7.110553E+01 1.445817E+01
7.206030E+01 1.446345E+01
7.301508E+01 1.446853E+01
7.396985E+01 1.447342E+01
7.492462E+01 1.447812E+01
7.587940E+01 1.448264E+01
7.683417E+01 1.448700E+01
7.778894E+01 1.449120E+01
7.874372E+01 1.449525E+01
7.969849E+01 1.449916E+01
8.065327E+01 1.450293E+01
8.160804E+01 1.450656E+01
8.256281E+01 1.451008E+01
8.351759E+01 1.451347E+01
8.447236E+01 1.451675E+01
8.542714E+01 1.451992E+01
8.638191E+01 1.452299E+01
8.733668E+01 1.452595E+01
8.829146E+01 1.452882E+01
8.924623E+01 1.453161E+01
9.020101E+01 1.453430E+01
9.115578E+01 1.453691E+01
9.211055E+01 1.453944E+01
9.306533E+01 1.454189E+01
9.402010E+01 1.454427E+01
9.497487E+01 1.454657E+01
9.592965E+01 1.454881E+01
9.688442E+01 1.455098E+01
9.783920E+01 1.455309E+01
9.879397E+01 1.455514E+01
9.974874E+01 1.455713E+01
1.007035E+02 1.455907E+01
1.016583E+02 1.456095E+01
1.026131E+02 1.456278E+01
1.035678E+02 1.456455E+01
1.045226E+02 1.456628E+01
1.054774E+02 1.456797E+01
1.064322E+02 1.456961E+01
1.073869E+02 1.457120E+01
1.083417E+02 1.457275E+01
1.092965E+02 1.457427E+01
1.102513E+02 1.457574E+01
1.112060E+02 1.457718E+01
1.121608E+02 1.457858E+01
1.131156E+02 1.457994E+01
1.140704E+02 1.458127E+01
1.150251E+02 1.458257E+01
1.159799E+02 1.458383E+01
1.169347E+02 1.458507E+01
1.178894E+02 1.458627E+01
1.188442E+02 1.458745E+01
1.197990E+02 1.458860E+01
1.207538E+02 1.458972E+01
1.217085E+02 1.459081E+01
1.226633E+02 1.459188E+01
1.236181E+02 1.459293E+01
1.245729E+02 1.459395E+01
1.255276E+02 1.459495E+01
1.264824E+02 1.459592E+01
1.274372E+02 1.459687E+01
1.283920E+02 1.459781E+01
1.293467E+02 1.459872E+01
1.303015E+02 1.459961E+01
1.312563E+02 1.460048E+01
1.322111E+02 1.460134E+01
1.331658E+02 1.460217E+01
1.341206E+02 1.460299E+01
