 m,M ->b,B
x-axis: "cos(p1,p3)"  from -1.000000 to 1.000000 N_points= 200
Diff. cross section [pb]
8.350000E-01 3.288391E+00
8.450000E-01 3.327438E+00
8.550000E-01 3.366505E+00
8.650000E-01 3.405591E+00
8.750000E-01 3.444696E+00
8.850000E-01 3.483820E+00
8.950000E-01 3.522964E+00
9.050000E-01 3.562127E+00
9.150000E-01 3.601309E+00
9.250000E-01 3.640510E+00
9.350000E-01 3.679730E+00
9.450000E-01 3.718970E+00
9.550000E-01 3.758229E+00
9.650000E-01 3.797507E+00
9.750000E-01 3.836804E+00
9.850000E-01 3.876121E+00
9.950000E-01 3.915457E+00
